X,Y,Z
0,2016617;-0,9051145;-0,470681
0,1545893;-0,9051145;-0,4664787
0,1686602;-0,8620286;-0,4182686
0,164715;-0,9054772;-0,4667542
0,1649076;-0,9054772;-0,4666862
0,174752;-0,9054772;-0,4673317
0,236541;-0,926439;-0,4163322
0,1849009;-0,91526;-0,4651909
0,1988771;-0,8721542;-0,416954
0,2047045;-0,915626;-0,4661026
0,2145563;-0,915626;-0,4667038
0,214748;-0,915626;-0,4666153
0,280863;-0,9231793;-0,4797348
0,2329849;-0,9211214;-0,4863358
0,2372127;-0,8779955;-0,4373787
0,243707;-0,9139338;-0,4786598
0,2439035;-0,9139338;-0,4785545
0,2680874;-0,934931;-0,4239647
0,2731226;-0,9312903;-0,4852959
0,2733218;-0,9312903;-0,485183
0,2779171;-0,942695;-0,4321205
0,2772417;-0,8958897;-0,4439659
0,2838725;-0,9318447;-0,4851708
0,2840737;-0,9318447;-0,4850578
0,2408443;-0,9508368;-0,4359528
0,2843311;-0,939593;-0,4925606
0,2840545;-0,9471623;-0,5002465
0,226657;-0,9450915;-0,5064247
0,2786772;-0,9661824;-0,4541527
0,2748455;-0,9549171;-0,507045
0,274588;-0,9624929;-0,5147293
0,2741689;-0,9604177;-0,5252647
0,2252274;-0,9383759;-0,4162674
0,2226793;-0,9745508;-0,4568436
0,2568119;-0,9632422;-0,5126747
0,2663015;-0,9708242;-0,5209206
0,2602883;-0,9276382;-0,4714081
0,2614919;-0,9751393;-0,4590462
0,2574651;-0,9713941;-0,519735
0,2175715;-0,939723;-0,41437
0,2016098;-0,9643754;-0,5073547
0,3062133;-0,9719638;-0,5223122
0,2587814;-0,9719638;-0,5188972
0,2563589;-0,940294;-0,4164802
0,3112786;-0,9862079;-0,458149
0,2601554;-0,9748124;-0,5077729
0,2128617;-0,9748124;-0,5043312
0,3105904;-0,9370648;-0,4803986
0,2645878;-0,9868031;-0,4541405
0,2686898;-0,9458472;-0,3946427
0,2622422;-0,9780611;-0,495977
0,3197992;-0,9780611;-0,4996353
0,262446;-0,9780611;-0,4958679
0,3200047;-0,9780611;-0,4995041
0,276162;-0,9994146;-0,4404228
0,2760482;-0,9446688;-0,4445358
0,3253509;-0,9945182;-0,4246849
0,274262;-0,9830365;-0,474472
0,2641631;-0,9809351;-0,4845238
0,3120228;-0,9809351;-0,4875908
0,3217955;-0,9809351;-0,4880714
0,2678735;-0,992634;-0,4314705
0,2643128;-0,9887347;-0,4921288
0,3219774;-0,9887347;-0,4956307
0,2645149;-0,9887347;-0,4920235
0,3149398;-0,943319;-0,4569077
0,2646978;-0,979407;-0,4944344
0,3122299;-0,9870147;-0,5051941
0,2636616;-0,9925111;-0,5205147
0,254079;-0,9925111;-0,519944
0,3114169;-1,000125;-0,5311211
0,2578042;-1,013956;-0,4639992
0,3122812;-1,00243;-0,5203919
0,3119203;-1,010047;-0,5281548
0,2642077;-1,010047;-0,525116
0,2669996;-0,9743418;-0,4840103
0,3124885;-1,010446;-0,5275322
0,2549499;-1,010446;-0,5240852
0,3123543;-1,01807;-0,5351616
0,3221644;-1,01807;-0,5356033
0,2683949;-1,031927;-0,4685776
0,3259027;-0,9770337;-0,4761276
0,2757173;-1,013155;-0,5137749
0,2759281;-1,013155;-0,513665
0,3337302;-1,013155;-0,516906
0,2924708;-0,9836723;-0,4016418
0,3445119;-1,015868;-0,5062203
0,2868743;-1,015868;-0,5028877
0,3545347;-1,015868;-0,506488
0,3225173;-0,984272;-0,4023193
0,3075084;-1,008836;-0,4953835
0,3077117;-1,008836;-0,4952606
0,3691917;-1,022771;-0,4347771
0,2732244;-1,030626;-0,4368935
0,3185569;-1,018992;-0,4924645
0,3187595;-1,018992;-0,4923325
0,325063;-0,9895729;-0,3799019
0,3197359;-1,011962;-0,4839973
0,3678984;-1,011962;-0,4866066
0,2655143;-1,025974;-0,4171959
0,3106465;-1,012165;-0,483297
0,3588338;-1,012165;-0,4858452
0,2530178;-1,012165;-0,4801613
0,2562818;-1,024068;-0,427002
0,3019437;-1,012369;-0,4823654
0,3021425;-1,012369;-0,4822411
0,3017121;-1,017862;-0,5005158
0,3019179;-1,017862;-0,5003914
0,3021237;-1,017862;-0,5002655
0,2543164;-1,017862;-0,49767
0,2570299;-0,9744364;-0,4487518
0,2549105;-1,016116;-0,5075294
0,3033597;-1,016116;-0,5096733
0,3035698;-1,016116;-0,509552
0,3136379;-1,016116;-0,509716
0,313848;-1,016116;-0,5095863
0,323917;-1,016116;-0,5097381
0,2783647;-1,03567;-0,4621193
0,2785167;-0,9805044;-0,4662048
0,33511;-1,016709;-0,5089996
0,2773715;-1,016709;-0,5064392
0,3354793;-1,014555;-0,519236
0,3356927;-1,014555;-0,5190971
0,2420197;-1,026488;-0,4618187
0,2883668;-1,012584;-0,5271996
0,3366735;-1,010418;-0,5396072
0,278912;-1,010418;-0,5372849
0,2814682;-1,022363;-0,4840866
0,3394949;-0,9649599;-0,5009117
0,2801983;-1,00118;-0,5392799
0,2323132;-0,9990008;-0,5478806
0,3312268;-1,010959;-0,4981522
0,2813079;-0,996986;-0,559919
0,2736054;-1,016603;-0,5143051
0,2624108;-1,004797;-0,5669373
0,2648129;-1,018991;-0,5031067
0,3116661;-1,004966;-0,5681359
0,2170837;-1,02463;-0,5196571
0,254493;-1,012781;-0,5737671
0,3161199;-0,9911903;-0,4705971
0,2572351;-1,029828;-0,4988694
0,3060794;-1,030026;-0,5001206
0,2466353;-1,018112;-0,5514908
0,2470128;-1,025764;-0,5590294
0,1931712;-1,016377;-0,3999596
0,2869955;-1,028737;-0,5487472
0,2885716;-1,040899;-0,4956841
0,2292189;-1,028919;-0,5472649
0,2803399;-1,005235;-0,4543747
0,2214281;-1,043932;-0,4830002
0,2129212;-1,000595;-0,4341599
0,1428741;-1,030272;-0,5447068
0,2316779;-1,04252;-0,4935028
0,2319847;-1,042723;-0,4934517
0,2232081;-1,001602;-0,4340874
0,2227865;-1,038113;-0,4745606
0,2120468;-1,023738;-0,5380135
0,2122679;-1,023738;-0,5379257
0,14646;-1,004843;-0,3824524
0,1951107;-1,046132;-0,4024963
0,1836623;-1,019462;-0,5188873
0,2325586;-1,017201;-0,5302345
0,183832;-1,017201;-0,5294442
0,244492;-1,051997;-0,4214882
0,1959288;-1,05473;-0,4101898
0,2534998;-1,030145;-0,5167457
0,1946387;-1,037813;-0,5236847
0,2545027;-1,050328;-0,4714897
0,2669786;-1,038923;-0,2853676
0,2162165;-1,060721;-0,4280808
0,2654876;-1,063228;-0,4181473
0,2748204;-1,056191;-0,4893944
0,2864757;-1,086106;-0,3624809
0,2974016;-1,047571;-0,292778
0,2472168;-1,073957;-0,3748291
0,2958483;-1,061417;-0,428315
0,3058855;-1,061417;-0,4283135
0,2474752;-1,076491;-0,3641624
0,3082946;-1,055905;-0,2605423
0,3165962;-1,067087;-0,406707
0,257331;-1,067087;-0,4060112
0,3167634;-1,067087;-0,4065765
0,3175111;-1,079951;-0,3537827
0,26766;-1,067324;-0,4059441
0,3183129;-1,038838;-0,2945457
0,2780371;-1,062577;-0,3871468
0,2681779;-1,060285;-0,3976853
0,3276798;-1,060285;-0,3981735
0,2683414;-1,060285;-0,3975784
0,3283223;-1,016601;-0,3495117
0,2685647;-1,053004;-0,3893791
0,2687247;-1,053004;-0,389267
0,2588314;-1,053004;-0,3891983
0,2589914;-1,053004;-0,3890946
0,3084575;-1,053004;-0,3895104
0,2591513;-1,053004;-0,388987
0,249258;-1,053004;-0,3889305
0,3087777;-1,053004;-0,3892563
0,1900577;-1,053004;-0,3884277
0,2396842;-1,053004;-0,3886826
0,2992044;-1,053004;-0,3889397
0,2498973;-1,053004;-0,3885231
0,2993643;-1,053004;-0,3888168
0,2500571;-1,053004;-0,3884186
0,2502168;-1,053004;-0,3883141
0,299684;-1,053004;-0,3885697
0,2503764;-1,053004;-0,3882141
0,2505359;-1,053004;-0,3881096
0,3000034;-1,053004;-0,3883232
0,3100565;-1,053004;-0,3882385
0,2506956;-1,053004;-0,3880051
0,2609082;-1,053004;-0,387812
0,3204288;-1,053004;-0,3878868
0,2711206;-1,053004;-0,3876022
0,3306412;-1,053004;-0,3876495
0,2813329;-1,053004;-0,3873795
0,3408535;-1,053004;-0,3873993
0,291545;-1,053004;-0,3871491
0,3118095;-1,053004;-0,3867714
0,3119686;-1,053004;-0,3866417
0,3714889;-1,053004;-0,3865753
0,3322324;-1,053004;-0,3862267
0,3323913;-1,053004;-0,3860886
0,3426022;-1,053004;-0,385791
0,362865;-1,053004;-0,3853142
0,3730753;-1,053004;-0,3849838
0,432595;-1,053004;-0,3847694
0,3442369;-1,050708;-0,3949593
0,393867;-1,050708;-0,3947464
0,404085;-1,050708;-0,3943741
0,3752925;-1,048407;-0,4043488
0,4249263;-1,048407;-0,404039
0,375791;-1,048407;-0,4038857
0,4357457;-1,046102;-0,4138855
0,4359159;-1,046102;-0,4137093
0,3870639;-1,043792;-0,4242386
0,3773453;-1,043792;-0,4241898
0,3281727;-1,056682;-0,3712837
0,37868;-1,041695;-0,4340759
0,4286517;-1,039372;-0,4440911
0,3694496;-1,039372;-0,4445129
0,3701338;-1,037045;-0,4548187
0,3609814;-1,042395;-0,4731415
0,3005154;-1,013921;-0,3617066
0,3518656;-1,035314;-0,4646843
0,3424975;-1,032974;-0,4753265
0,3432416;-1,03063;-0,4856575
0,3324949;-1,045885;-0,4223259
0,3823524;-1,046105;-0,4214302
0,3239396;-1,033371;-0,4751328
0,2652301;-1,031018;-0,4865799
0,30421;-1,043968;-0,4330322
0,3625543;-1,061903;-0,3576546
0,2955511;-1,033966;-0,4753189
0,3541373;-1,04935;-0,4104378
0,355836;-1,034165;-0,4736855
0,3037139;-1,065011;-0,3478073
0,3563046;-1,036936;-0,4627304
0,2953591;-1,052397;-0,4006653
0,3453569;-1,052626;-0,3994202
0,4150726;-1,055233;-0,3868607
0,3672175;-1,039927;-0,4512627
0,3658149;-1,055466;-0,3878059
0,3750314;-1,011975;-0,3388
0,3161083;-1,051031;-0,3700607
0,3573194;-1,038039;-0,4218124
0,3579505;-1,035652;-0,4322518
0,4060632;-1,051268;-0,3676315
0,356534;-1,051505;-0,3688744
0,3581389;-1,03847;-0,4214607
0,3481649;-1,03847;-0,4217606
0,3488091;-1,036074;-0,4322098
0,347139;-1,051742;-0,3687973
0,3372809;-1,051979;-0,369162
0,3988895;-1,038901;-0,4199555
0,299897;-1,036496;-0,4332077
0,4098819;-1,036496;-0,4297432
0,3708063;-1,034087;-0,441211
0,3714933;-1,031674;-0,4516457
0,3701442;-0,9879321;-0,4030373
0,3822738;-1,021966;-0,4533531
0,3804048;-1,037686;-0,3899414
0,3929798;-1,022165;-0,4525665
0,3931658;-1,022165;-0,4524071
0,4040698;-1,019739;-0,4623024
0,3944777;-1,027422;-0,470356
0,3432624;-1,040737;-0,4190872
0,3833218;-0,983853;-0,4220184
0,3960782;-1,025574;-0,4799484
0,3261083;-1,025574;-0,4825066
0,373945;-1,041345;-0,4173317
0,436636;-1,025763;-0,4782059
0,324443;-1,041561;-0,418927
0,3664116;-1,028396;-0,47015
0,3173628;-1,025953;-0,4823456
0,3031057;-0,9979932;-0,371048
0,3544372;-1,037141;-0,3987419
0,4148619;-1,037361;-0,3962052
0,296757;-1,024132;-0,4537651
0,4077513;-1,02168;-0,4596764
0,2977343;-1,02168;-0,4640884
0,2933224;-1,05105;-0,3480621
0,2857662;-1,038019;-0,4011154
0,3383597;-1,024726;-0,4514588
0,3363956;-0,9809246;-0,4029503
0,3991856;-1,014961;-0,4509979
0,3361509;-1,030938;-0,3905273
0,2857808;-1,033627;-0,3819992
0,3283108;-1,020291;-0,4328407
0,3291329;-1,017822;-0,4432678
0,319092;-1,017822;-0,4437599
0,3795218;-1,017822;-0,4407883
0,3192744;-1,017822;-0,4436264
0,3092349;-1,017822;-0,4441223
0,2991945;-1,017822;-0,4446266
0,2993772;-1,017822;-0,4445069
0,3495805;-1,017822;-0,4420769
0,3006949;-1,023038;-0,4626289
0,3508967;-1,023038;-0,4601799
0,300885;-1,023038;-0,4625038
0,3581972;-1,039067;-0,3962631
0,309021;-0,9794099;-0,41343
0,3714814;-1,015928;-0,4505753
0,3214296;-1,015928;-0,4529366
0,3823957;-1,023621;-0,457444
0,3323474;-1,023621;-0,4598198
0,3928188;-1,023621;-0,4566185
0,4030535;-1,023621;-0,4559464
0,3530056;-1,023621;-0,4583328
0,4134751;-1,023621;-0,4551003
0,3634284;-1,023621;-0,457505
0,3713435;-0,9797796;-0,4083435
0,4203919;-1,032368;-0,3828972
0,37375;-1,016507;-0,4484932
0,4342572;-1,016507;-0,4451744
0,3739343;-1,016507;-0,4483421
0,3748494;-1,014021;-0,4587402
0,3750378;-1,014021;-0,4585846
0,3649856;-1,014021;-0,4591477
0,3549336;-1,014021;-0,4597107
0,3456168;-1,01153;-0,4708351
0,3458102;-1,01153;-0,4706909
0,3960727;-1,01153;-0,4679291
0,2856916;-1,01153;-0,4739113
0,3368944;-1,009035;-0,4815415
0,3268433;-1,009035;-0,4821335
0,3270423;-1,009035;-0,4819977
0,3169916;-1,009035;-0,4825981
0,3774956;-1,009035;-0,478978
0,2671345;-1,009035;-0,4852402
0,3144301;-1,032812;-0,4267944
0,3176998;-1,019411;-0,479232
0,3658791;-0,9730505;-0,4385323
0,307919;-1,009601;-0,4823547
0,3081175;-1,009601;-0,4822311
0,3096592;-1,014797;-0,5003189
0,3607217;-1,012289;-0,5078316
0,300381;-1,012289;-0,5114983
0,3475996;-1,025882;-0,4559166
0,3007067;-1,012461;-0,5114059
0,3517927;-1,009944;-0,5188743
0,2892309;-0,9635425;-0,4848763
0,2919137;-1,00011;-0,5249695
0,3396692;-1,021419;-0,4770027
0,342936;-1,007975;-0,5295502
0,28966;-1,021603;-0,48004
0,3408421;-0,9719433;-0,4888687
0,360578;-1,032419;-0,4721283
0,3033895;-1,018933;-0,5284592
0,3646649;-1,026645;-0,5321693
0,3606938;-1,042853;-0,4691353
0,3678796;-1,009375;-0,4172882
0,3234735;-1,032447;-0,5130249
0,3745185;-1,040165;-0,5174843
0,3208478;-1,064146;-0,465168
0,3689637;-1,028132;-0,4214432
0,370857;-1,067489;-0,4511108
0,3141593;-1,061623;-0,5151375
0,3646931;-1,061623;-0,5119026
0,2974583;-1,041731;-0,412275
0,3507245;-1,078575;-0,4492134
0,3515956;-1,028693;-0,461171
0,3046087;-1,0628;-0,5149788
0,3566307;-1,06799;-0,5298576
0,3525337;-1,084379;-0,4668739
0,2901539;-1,04577;-0,4409057
0,2793213;-1,048922;-0,4307312
0,3369049;-1,069344;-0,5304985
0,3383183;-1,074526;-0,5486473
0,3324141;-1,052135;-0,4557343
0,2734522;-1,091604;-0,4893593
0,3223129;-1,063255;-0,4531922
0,326672;-1,047309;-0,5157784
0,3299202;-1,091802;-0,5634369
0,2653368;-1,11611;-0,5121605
0,3086403;-1,099158;-0,3949326
0,3120895;-1,096318;-0,4440888
0,3164654;-1,080291;-0,506646
0,3197245;-1,124852;-0,5542359
0,3081293;-1,114013;-0,3804413
0,3222317;-1,100765;-0,4316964
0,3247923;-1,148173;-0,4687805
0,3337431;-1,051026;-0,4425697
0,3404982;-1,1299;-0,5405731
0,3393545;-1,119189;-0,3660782
0,3498417;-1,125517;-0,5213234
0,3543369;-1,103255;-0,4278168
0,2958437;-1,08186;-0,4763542
0,3403427;-1,110719;-0,3678551
0,3408491;-1,052984;-0,3720596
0,3511536;-1,117976;-0,5222282
0,3469364;-1,134879;-0,4593911
0,2827974;-1,098554;-0,4233391
0,3294956;-1,10834;-0,3491646
0,3415289;-1,11958;-0,5222573
0,3423647;-1,116938;-0,532766
0,3354967;-1,097367;-0,4297379
0,3298336;-1,168713;-0,3440148
0,3370312;-1,140529;-0,4487259
0,2801184;-1,131435;-0,5232849
0,3215824;-1,115996;-0,3675117
0,3200388;-1,181213;-0,3417168
0,3272701;-1,152777;-0,4463577
0,3322573;-1,14354;-0,516674
0,2675846;-1,155463;-0,4791733
0,3224337;-1,12859;-0,3644081
0,3211187;-1,183518;-0,341613
0,3332756;-1,145168;-0,5163849
0,3349529;-1,139752;-0,5373673
0,3345558;-1,127496;-0,3739319
0,3340342;-1,1311;-0,3631531
0,3361692;-1,171372;-0,3925285
0,2817293;-1,139384;-0,5117149
0,331728;-1,159344;-0,4740067
0,324267;-1,13272;-0,3637558
0,3231304;-1,128521;-0,3454651
0,345126;-1,141225;-0,5066849
0,284232;-1,135714;-0,5319588
0,3285706;-1,168424;-0,4136398
0,3203499;-1,144969;-0,2930702
0,3410994;-1,152657;-0,4362625
0,3422627;-1,090461;-0,4512535
0,3501877;-1,106954;-0,5639771
0,3457317;-1,180513;-0,3412888
0,3561403;-1,12435;-0,3345924
0,2997017;-1,146775;-0,4308067
0,3672934;-1,128998;-0,4888611
0,3690186;-1,123394;-0,5097901
0,3541346;-1,137928;-0,2926514
0,3042421;-1,118778;-0,3300118
0,3676937;-1,122977;-0,4805977
0,3691826;-1,128001;-0,4985726
0,365674;-1,143307;-0,4465462
0,2955441;-1,12493;-0,3485367
0,346986;-1,120797;-0,3266029
0,2953373;-1,132646;-0,4927269
0,3489176;-1,129803;-0,4994568
0,3453604;-1,145214;-0,4474655
0,3374573;-1,129784;-0,334642
0,2806993;-1,151992;-0,4308151
0,3395515;-1,138855;-0,5074806
0,2770432;-1,135991;-0,5224602
0,3234644;-1,114661;-0,4267341
0,3264216;-1,152109;-0,4663612
0,3231401;-1,10762;-0,4189407
0,3311876;-1,134511;-0,5284325
0,2646874;-1,157929;-0,4885475
0,3222073;-1,139675;-0,5471718
0,3151562;-1,110522;-0,447789
0,3187414;-1,155865;-0,4948708
0,3160597;-1,1192;-0,4549713
0,3250032;-1,143114;-0,5748215
0,3213724;-1,158738;-0,5229027
0,3186911;-1,122052;-0,4830177
0,3137448;-1,133384;-0,412854
0,3223936;-1,089035;-0,5297226
0,2629333;-1,131314;-0,5917153
0,3094013;-1,17062;-0,4915642
0,3008133;-1,147915;-0,3715996
0,3158281;-1,135516;-0,5772324
0,3038364;-1,092645;-0,5591087
0,3030394;-1,145813;-0,5466927
0,2915472;-1,135827;-0,3853127
0,2944855;-1,184775;-0,421975
0,3040552;-1,086678;-0,5511131
0,3041162;-1,137026;-0,5491226
0,3016537;-1,089298;-0,5122895
0,2962132;-1,172851;-0,4347946
0,2967594;-1,112512;-0,4394875
0,3040934;-1,142127;-0,5382019
0,3087072;-1,123159;-0,6004181
0,297126;-1,113514;-0,4392433
0,2967705;-1,106413;-0,4314949
0,2930969;-1,135957;-0,5310585
0,2931988;-1,13614;-0,531099
0,294383;-1,072045;-0,546061
0,2845772;-1,164446;-0,4094574
0,2887648;-1,087448;-0,465844
0,2962193;-1,105725;-0,5673065
0,2868895;-1,099575;-0,5889862
0,2708145;-1,109768;-0,3659554
0,275918;-1,137691;-0,436348
0,2687229;-1,121649;-0,4890183
0,273315;-1,102283;-0,5511116
0,2707396;-1,054157;-0,514341
0,2543802;-1,127722;-0,4408371
0,2582182;-1,111612;-0,4925934
0,2585468;-1,050222;-0,4971428
0,2511692;-1,084658;-0,5476944
0,246674;-1,10429;-0,4856766
0,2367685;-1,039748;-0,5015076
0,2240503;-1,096964;-0,4796417
0,2243814;-1,035494;-0,4842201
0,2167471;-1,080972;-0,5318047
0,2167471;-1,080972;-0,5318047
0,2030766;-1,032747;-0,4959763
0,1948433;-1,070338;-0,5360802
0,1803532;-1,02521;-0,4898826
0,1840044;-1,059697;-0,5394806
0,1729212;-1,059697;-0,5403412
0,1729212;-1,059697;-0,5403412
0,1573425;-1,079379;-0,4791977
0,1421003;-1,037538;-0,4226769
0,1376032;-1,058738;-0,5143898
0,1228113;-1,075347;-0,4636261
0,1154673;-1,058903;-0,5161186
0,09539185;-1,098445;-0,3930039
0,08729839;-1,085302;-0,4351654
0,06436902;-1,088629;-0,4264885
0,05756817;-1,080007;-0,4863892
0,03749256;-1,119751;-0,3633156
0,02939301;-1,106541;-0,4054291
0,01754971;-1,109885;-0,3959183
-0,0008996964;-1,093272;-0,4491096
-0,0119957;-1,093272;-0,4498985
-0,02758026;-1,113233;-0,3887695
-0,0394249;-1,116585;-0,3792396
0,01925602;-1,107839;-0,4343185
-0,04644299;-1,107839;-0,4390366
-0,06864434;-1,107839;-0,440564
-0,07923909;-1,115752;-0,448774
-0,02482396;-1,115752;-0,4448204
-0,09002838;-1,123667;-0,4569405
-0,1122452;-1,123667;-0,4584221
-0,05734024;-1,131586;-0,4619217
-0,1230551;-1,131586;-0,4665543
-0,06816006;-1,139508;-0,4700691
-0,1338785;-1,139508;-0,4746697
-0,07946816;-1,139508;-0,4707535
-0,07966232;-1,139508;-0,4707253
-0,09481354;-1,167443;-0,4169266
-0,0913931;-1,150767;-0,4684837
-0,1566826;-1,158695;-0,4804054
-0,102248;-1,158695;-0,4765716
-0,1024435;-1,158695;-0,4765305
-0,04774933;-1,166626;-0,4801575
-0,1019606;-1,163498;-0,4942314
-0,1718866;-1,183535;-0,4366631
-0,1135231;-1,174771;-0,4919647
-0,1137239;-1,174771;-0,4919182
-0,1246332;-1,182708;-0,4999527
-0,1248384;-1,182708;-0,4999024
-0,1246183;-1,190648;-0,5072762
-0,1248263;-1,190648;-0,5072296
-0,1250365;-1,190648;-0,5071747
-0,1282464;-1,145482;-0,4600746
-0,1478179;-1,191063;-0,5078873
-0,1480252;-1,191063;-0,5078225
-0,1482355;-1,191063;-0,5077659
-0,1508118;-1,142745;-0,4710571
-0,2142218;-1,1804;-0,5142617
-0,1591744;-1,177263;-0,5211731
-0,1185338;-1,140004;-0,4786545
-0,1705255;-1,174534;-0,5315232
-0,1707444;-1,174534;-0,5314575
-0,1709623;-1,174534;-0,5313835
-0,1771223;-1,146227;-0,4327599
-0,1830898;-1,167196;-0,524025
-0,1829448;-1,175145;-0,5313736
-0,1826629;-1,171995;-0,541684
-0,182886;-1,171995;-0,541613
-0,1866523;-1,192083;-0,479599
-0,1319632;-1,1301;-0,4809387
-0,1847557;-1,167803;-0,5231484
-0,1956807;-1,164649;-0,5339745
-0,1959011;-1,164649;-0,5338905
-0,1445538;-1,192714;-0,4762062
-0,1454548;-1,196091;-0,4657654
-0,2089241;-1,17931;-0,5207421
-0,1569352;-1,134047;-0,4706696
-0,2095284;-1,168608;-0,5230385
-0,2241247;-1,188771;-0,4614754
-0,1669556;-1,171968;-0,5100876
-0,1785706;-1,171968;-0,5103783
-0,2336986;-1,171968;-0,5130516
-0,2474068;-1,126686;-0,4663925
-0,2483077;-1,181448;-0,4539017
-0,1912367;-1,164624;-0,5026504
-0,1368942;-1,164624;-0,4997986
-0,2470272;-1,164624;-0,5049011
-0,2580902;-1,161458;-0,5155655
-0,1923409;-1,161458;-0,5124893
-0,2696041;-1,158287;-0,5259911
-0,2171149;-1,112987;-0,4763634
-0,2157994;-1,150737;-0,5153343
-0,2157031;-1,155518;-0,5329651
-0,2709135;-1,155518;-0,5351963
-0,2821458;-1,163476;-0,5428208
-0,2182683;-1,118156;-0,4930653
-0,2297834;-1,126508;-0,5002018
-0,2944973;-1,172258;-0,5491169
-0,228499;-1,180229;-0,5538582
-0,2948147;-1,188202;-0,5635605
-0,2305671;-1,150819;-0,5214474
-0,2326028;-1,113805;-0,4813499
-0,2863664;-1,160008;-0,5293323
-0,2827325;-1,204824;-0,6419972
-0,2200224;-1,192216;-0,5558316
-0,2640621;-1,211823;-0,5613201
-0,2669762;-1,164527;-0,4935368
-0,2530999;-1,268042;-0,5823765
-0,2398438;-1,275628;-0,6551167
-0,2968903;-1,304091;-0,6017464
-0,2344262;-1,271034;-0,4831368
-0,2237201;-1,264054;-0,4746864
-0,2094618;-1,301833;-0,579034
-0,2081628;-1,35604;-0,6324032
-0,1980789;-1,334608;-0,6072994
-0,2031407;-1,354085;-0,4580441
-0,2006411;-1,395399;-0,5521523
-0,1997007;-1,453143;-0,5950653
-0,1995754;-1,387319;-0,6104469
-0,2132984;-1,471061;-0,5431507
-0,2134966;-1,419888;-0,5450684
-0,1709531;-1,391053;-0,5110794
-0,2910817;-1,412703;-0,6042358
-0,2492807;-1,49989;-0,5249344
-0,1940185;-1,448591;-0,5252682
-0,1964137;-1,464883;-0,4452034
-0,2498647;-1,423046;-0,5419575
-0,2856024;-1,369448;-0,4881741
-0,2979198;-1,420574;-0,4572788
-0,2431789;-1,482907;-0,4221802
-0,3195992;-1,448607;-0,5267128
-0,2651525;-1,402639;-0,4788139
-0,2214619;-1,389988;-0,4520031
-0,2792139;-1,386657;-0,3689938
-0,3449143;-1,399684;-0,4529808
-0,3565136;-1,391559;-0,4456539
-0,2451398;-1,375317;-0,4286056
-0,1795514;-1,36351;-0,3363278
-0,1679004;-1,330101;-0,3730385
-0,2016552;-1,313906;-0,3591423
-0,3365022;-1,297723;-0,3460552
-0,2022097;-1,289636;-0,3369785
-0,1466579;-1,257317;-0,3068295
-0,135767;-1,241176;-0,2920395
-0,1134835;-1,216986;-0,2700249
-0,2257038;-1,197708;-0,2665264
-0,2368793;-1,227614;-0,2979443
-0,2039427;-1,161978;-0,2469551
-0,2599922;-1,145909;-0,2323494
-0,1256254;-1,129851;-0,21717
-0,1818379;-1,11063;-0,2128098
-0,249117;-1,140583;-0,2441757
-0,3275877;-1,075054;-0,1934063
-0,2829222;-1,06705;-0,1856426
-0,2272272;-1,093838;-0,2274021
-0,2274504;-1,093486;-0,2274899
-0,2164101;-1,093133;-0,2277886
-0,3395784;-1,092782;-0,22729
-0,2836047;-1,084446;-0,2203121
-0,3504512;-1,038224;-0,1735001
-0,2950557;-1,084098;-0,2200706
-0,2953354;-1,091724;-0,227594
-0,2171779;-1,091372;-0,2286316
-0,2179247;-1,136815;-0,2752594
-0,32888;-1,060471;-0,1964386
-0,2625527;-1,106249;-0,2436638
-0,329237;-1,0681;-0,2037914
-0,1960477;-1,11386;-0,2520374
-0,1071154;-1,121467;-0,2612427
-0,207049;-1,08335;-0,2209435
-0,3185846;-1,08335;-0,2191582
-0,2516641;-1,08335;-0,2202751
-0,3186747;-1,08335;-0,2190277
-0,140402;-1,08335;-0,2218864
-0,1738646;-1,08335;-0,2214455
-0,1628036;-1,08335;-0,2216339
-0,2855756;-1,08335;-0,2191433
-0,2968185;-1,08335;-0,2188034
-0,2411447;-1,08335;-0,219791
-0,2412348;-1,08335;-0,2196957
-0,1744104;-1,08335;-0,2210114
-0,2415057;-1,08335;-0,2193981
-0,2972677;-1,08335;-0,2181927
-0,252838;-1,08335;-0,218922
-0,319841;-1,08335;-0,2173206
-0,2641692;-1,08335;-0,2184406
-0,2642592;-1,08335;-0,2183323
-0,2643488;-1,08335;-0,2182194
-0,3425908;-1,08335;-0,2161308
-0,2869201;-1,08335;-0,21731
-0,3535399;-1,086533;-0,2051968
-0,2978655;-1,086533;-0,2063942
-0,2975616;-1,089713;-0,1958824
-0,2972489;-1,092887;-0,1853779
-0,3642337;-1,092887;-0,1835621
-0,3746572;-1,099224;-0,1623547
-0,3208327;-1,086555;-0,2328426
-0,3752759;-1,103757;-0,1799061
-0,3194963;-1,114895;-0,1781937
-0,3197447;-1,134014;-0,1824512
-0,3753597;-1,145153;-0,177993
-0,3864584;-1,156291;-0,1745338
-0,3214066;-1,154804;-0,2425125
-0,3197586;-1,205396;-0,1817654
-0,3739593;-1,181923;-0,1276138
-0,3086146;-1,247206;-0,1799202
-0,3663954;-1,264944;-0,2488018
-0,366304;-1,294954;-0,2498962
-0,3636924;-1,326984;-0,1540432
-0,3646761;-1,343338;-0,1957039
-0,368368;-1,340893;-0,327216
-0,36679;-1,45134;-0,2709866
-0,3628798;-1,437473;-0,128236
-0,3672479;-1,455142;-0,2905594
-0,3693097;-1,544712;-0,3612434
-0,3700053;-1,588;-0,3858601
-0,3641584;-1,657034;-0,1747261
